,page,country,rev_id,predictions
34571,Chen Tien,Malaysia,798284140,Stub
34572,George Washington Adams,United States,798284432,C
34573,Lim Chong Eu,Malaysia,798285613,C
34574,Idriss Déby,Chad,798286150,C
34575,Ignacio Pichardo Pagaza,Mexico,798287898,Stub
34576,Ignaz Trebitsch-Lincoln,United Kingdom,798288085,C
34577,Igor Šoltes,Slovenia,798288705,Start
34578,Ihab Al-Mismari,Libya,798288804,Stub
34579,Ijuin Hikokichi,Japan,798288923,C
34580,Valentine Rugwabiza,Rwanda,798289991,Start
34581,Paul Abine Ayah,Cameroon,798291552,Start
34582,Pirro Dodbiba,Albania,798292485,C
34583,Chung Ho-yong,South Korean,798295710,Stub
34584,Juozas Gabrys,Lithuania,798302144,C
34585,Kamran Bagheri Lankarani,Iran,798303359,Stub
34586,Michel Micombero,Burundi,798305592,GA
34587,Jim Gilchrist,United States,798306105,C
34588,Talat Xhaferi,Albania,798306442,Start
34589,Miguel Álvarez Castro,Salvadoran,798306895,Stub
34590,Ashok Jugnauth,Mauritius,798309009,Start
34591,Cristovam Buarque,Brazil,798309540,C
34592,George W. Ashburn,United States,798311879,C
34593,Sunila Devi,India,798314604,Start
34594,Roger Karoutchi,France,798315067,Start
34595,Daniel de Lisle Brock,Guernsey,798315235,C
34596,Dola Sen,India,798317896,Stub
34597,Zheng Bijian,China,798318624,C
34598,Julius Kipyegon Kones,Kenya,798320897,Start
34599,Irina Yarovaya,Russia,798326587,Start
34600,Fredrick Richard Senanayake,Sri Lanka,798328347,Start
34601,Irvine Patnick,United Kingdom,798328772,C
34602,Kulikoyela Kahigi,Tanzania,798328801,Stub
34603,Athar Ali (politician),Pakistan,798330441,Stub
34604,Jeanne Mélin,France,798330903,C
34605,Islah Jad,Palestinian Territory,798331360,Start
34606,Ismail Ali Abokor,Somalia,798333563,Stub
34607,Ismaël Touré,Guinea,798333674,C
34608,Ismet Popovac,Bosnia-Herzegovina,798333700,FA
34609,José Luís Guterres,East Timorese,798334210,Start
34610,Dan Goldstick,Canada,798334711,C
34611,Aminuddin Harun,Malaysia,798334920,Stub
34612,István Friedrich,Hungary,798335272,FA
34613,István Oláh,Hungary,798335314,Start
34614,Ivan Rikard Ivanović,Croatia,798337761,Start
34615,Dharambir,India,798337847,Stub
34616,Ivar Nørgaard,Denmark,798338069,Stub
34617,Iyad bin Amin Madani,Saudi Arabia,798338627,C
34618,J. B. Salsberg,Canada,798339304,C
34619,J. Steven Griles,United States,798341059,C
34620,J. W. Robinson (mayor),United States,798341137,Start
34621,Jack Davis (industrialist),United States,798343125,GA
34622,Masoud Pezeshkian,Iran,798343576,Start
34623,Renée Slotopolsky de Epelbaum,Argentina,798344086,Stub
34624,Jack Marshall (Canadian politician),Canada,798344195,Start
34625,Wang Mang,China,798344471,C
34626,Jack Ramsay (politician),Canada,798344600,Start
34627,Élisabeth de Mac Mahon,France,798346048,Start
34628,Phuong Ngo,Australia,798346879,C
34629,Gyude Bryant,Liberia,798346883,C
34630,Jacques Dicker,Switzerland,798347714,Start
34631,Jacques Rueff,Monaco,798348058,Start
34632,Nikša Gradi,Hungary,798348854,Start
34633,Jaime Ongpin,Philippines,798349303,Stub
34634,Jaime Serrano Cedillo,Mexico,798349325,C
34635,Jama Korshel,Somalia,798350712,Start
34636,Chandra Mohan Thambirajah,Malaysia,798351135,Stub
34637,Jamby Madrigal,Philippines,798351202,C
34638,Wilber Otichilo,Kenya,798351355,Stub
34639,Irma Rapuzzi,France,798352101,Stub
34640,Lucien Paye,France,798353093,Stub
34641,James Churchill Vaughan,Nigeria,798353163,Start
34642,René Nicolas Charles Augustin de Maupeou,France,798353909,C
34643,James E. West (politician),United States,798354186,C
34644,Nzamba Kitonga,Kenya,798355131,Stub
34645,James Herman De Ricci,United Kingdom,798355984,Stub
34646,James J. Reynolds,United States,798356368,Start
34647,James Johnson (minister),Nigeria,798356435,Start
34648,Pascal Lissouba,Congo,798358580,C
34649,James Pasternak,Canada,798358913,Start
34650,List of mayors of Bujumbura,Burundi,798359354,Stub
34651,John Newman (Australian politician),Australia,798359407,Start
34652,James R. Tanner,United States,798359416,GA
34653,Victor de Laveleye,Belgium,798359532,Start
34654,Christy Goldfuss,United States,798360902,Start
34655,"James Tuchet, 7th Baron Audley",United Kingdom,798360912,Start
34656,Jamey Heath,Canada,798361876,Start
34657,Marguerite Lebrun,France,798366211,Stub
34658,Francisco Bravo de Saravia,Spain,798366931,Stub
34659,Jarwanid dynasty,Bahrain,798370570,Start
34660,Andrei Mocioni,Hungary,798371018,FA
34661,Hunter Tootoo,Canada,798371441,C
34662,Christiana Figueres,Costa Rica,798371628,B
34663,Javad Shahrestani,Iran,798373981,Stub
34664,Rifat Shaykhutdinov,Russia,798375077,Stub
34665,Ilias Psinakis,Greece,798375198,C
34666,Maura Healey,United States,798375349,GA
34667,Jaša Tomić,Serbia,798376820,Start
34668,Ali Asghar Mounesan,Iran,798376847,Stub
34669,Jean D'Amour,Canada,798377541,Start
34670,Jean Sarkozy,France,798378429,C
34671,Jean-Claude Bajeux,Haiti,798379003,GA
34672,Tayfur Sökmen,Turkey,798379022,Stub
34673,"Jean-Marie Roland, vicomte de la Platière",France,798379604,C
34674,Benno Straucher,Romania,798379859,FA
34675,Jean-Pierre Van Rossem,Belgium,798379997,C
34676,Jeff Dudgeon,United Kingdom,798381696,Start
34677,William Porter (Attorney General),Cape Colony,798383131,C
34678,Jack Howman,Rhodesian,798384751,Stub
34679,Kim Jong Suk (government official),"Korea, South",798385390,Stub
34680,Al-Assad family,Syria,798391085,GA
34681,Chandeshwor Jha,Nepal,798391286,Stub
34682,José Tomás Ponce,Hondura,798394355,Stub
34683,Sven Ranck,Sweden,798395754,Stub
34684,Annika Strandhäll,Sweden,798395893,Stub
34685,Henri Temple,France,798396680,Start
34686,Luis de la Torre,Spain,798397527,Stub
34687,Badmaanyambuugiin Bat-Erdene,Mongolia,798397638,Start
34688,Inna Shevchenko,Ukraine,798398477,GA
34689,Jesús Aguilarte,Venezuela,798399530,Stub
34690,Þorsteinn Víglundsson,Iceland,798400073,Stub
34691,Mary Elizabeth Flores,Hondura,798401950,Start
34692,Leonid Ivashov,Russia,798402504,Start
34693,Espérance Nyirasafari,Rwanda,798403361,Start
34694,Jim Jordan (political consultant),United States,798405048,Start
34695,Gustaf Åkerhielm,Sweden,798405296,Start
34696,Srđan Srećković,Serbia,798405405,Start
34697,Jim Silye,Canada,798406590,Start
34698,Sydney Silverman,United Kingdom,798407249,Start
34699,Péter Csizi,Hungary,798408484,Stub
34700,Kivutha Kibwana,Kenya,798408497,Start
34701,Luiz Fernando Pezão,Brazil,798408586,Stub
34702,Bogoljub Šijaković,Serbia,798409233,Stub
34703,Joachim Lelewel,Poland,798410016,C
34704,Bi Gan,China,798410524,Stub
34705,Joaquim Chissano,Mozambique,798412007,C
34706,"Ismael Abubakar, Jr.",Philippines,798412502,Stub
34707,Julienne Uwacu,Rwanda,798413243,Start
34708,Joe Oliver (politician),Canada,798417174,C
34709,Joe Vogler,United States,798418102,C
34710,Nikola Selaković,Serbia,798419253,Start
34711,Tamás Bakócz,Hungary,798419911,Start
34712,Johan Van Overtveldt,Belgium,798419935,Stub
34713,Johann Anton von Pergen,Austria,798419974,C
34714,John Atta Mills,Ghana,798421869,FA
34715,Ambaye Wolde Mariam,Eritrea,798423270,C
34716,"John Browne, Baron Browne of Madingley",United Kingdom,798423998,C
34717,Hossein Ghorbanzadeh,Iran,798424099,Stub
34718,Arno Kompatscher,Italy,798425025,Start
34719,John Cobb (Manitoba politician),Canada,798425800,Stub
34720,Yonathan Betkolia,Iran,798426814,Stub
34721,Ion Dolănescu,Romania,798428484,Stub
34722,John Heddle,United Kingdom,798432739,Stub
34723,Zinovie Serdiuk,Moldova,798435966,Stub
34724,Mikko Pesälä,Finland,798436915,Stub
34725,Dimitri Gladki,Moldova,798437364,Stub
34726,John P. Wheeler III,United States,798439249,C
34727,Sagadat Nurmagambetov,Kazakhstan,798439598,C
34728,Nikita Salogor,Moldova,798441016,Stub
34729,John S. Herrington,United States,798441576,Start
34730,Pedro Vaz (diplomat),Uruguay,798441959,Stub
34731,John Turmel,Canada,798443833,C
34732,John Ya-Otto,Namibia,798445586,Stub
34733,Johnny Abel,Canada,798446107,Stub
34734,Adele Morris,United States,798446583,Start
34735,Yeap Ghim Guan,Malaysia,798447592,Start
34736,Thanasak Patimaprakorn,Thailand,798447876,C
34737,Jonah Schein,Canada,798449309,Start
34738,"Manuel Luís Osório, Marquis of Erval",Brazil,798449379,C
34739,Jonathan Genest-Jourdain,Canada,798449933,Start
34740,"Jonathan Hill, Baron Hill of Oareford",United Kingdom,798450122,C
34741,Jonathan Tyler,United Kingdom,798451146,Start
34742,Bohdan Beniuk,Ukraine,798452649,Start
34743,Jose Manuel Valdes,Peru,798453337,Start
34744,Barnabas Sibusiso Dlamini,Swaziland,798454144,Start
34745,Joseph Fadahunsi,Nigeria,798454843,Stub
34746,Joseph Howe,Canada,798455379,C
34747,Joseph Kabila,"Congo, Dem. Rep. of",798455633,GA
34748,Joseph Matthias Gérard de Rayneval,France,798456103,Start
34749,Tariq Anwar (politician),India,798458314,Start
34750,Josh Matlow,Canada,798458572,C
34751,José Barrionuevo,Spain,798460149,Start
34752,José Cecilio del Valle,Hondura,798460200,C
34753,José Francisco Ruiz Massieu,Mexico,798460315,Start
34754,José Guillermo García,Salvadoran,798460321,Start
34755,Sixto Durán Ballén,Ecuador,798461911,GA
34756,T. S. Bajwa,India,798462703,Stub
34757,João Lyra,Brazil,798463974,Stub
34758,Juan Antonio Iribarren,Chile,798464124,Stub
34759,Juan Camilo Restrepo Salazar,Colombia,798464243,Stub
34760,Bernard Makuza,Rwanda,798467682,Start
34761,Pierre Habumuremyi,Rwanda,798467708,Start
34762,Dismas Nsengiyaremye,Rwanda,798467876,Stub
34763,Prime Minister of Rwanda,Rwanda,798467972,Start
34764,Julia Tukai Zvobgo,Zimbabwe,798468363,C
34765,Evangelos Averoff,Greece,798468483,C
34766,Julian Hunte,Saint Lucian,798468800,Start
34767,Julian Huppert,United Kingdom,798468815,C
34768,Fan Sun-lu,Taiwan,798470372,C
34769,Julius Momo Udochi,Nigeria,798471351,Stub
34770,Raja Kamarul Bahrin,Malaysia,798472672,Stub
34771,Juozas Bulavas,Lithuania,798473880,Start
34772,Justin Ahomadégbé-Tomêtin,Benin,798475985,FA
34773,Jennette Arnold,United Kingdom,798476253,Start
34774,Xu Hui,China,798476340,Start
34775,Veronica Gambara,Italy,798477314,C
34776,Kata Szidónia Petrőczy,Hungary,798477571,Stub
34777,Els de Groen,Netherlands,798478092,Start
34778,Myrthe Hilkens,Netherlands,798478300,Start
34779,Izabela Czartoryska,Poland,798479185,Start
34780,Nguyễn Huy Cận,Vietnam,798479738,Stub
34781,Wan Qingliang,China,798481182,C
34782,Rajinder Kaur,India,798482202,Stub
34783,Zuleika Alambert,Brazil,798483475,Start
34784,Grace Akello,Uganda,798483499,Start
34785,Catherine Obianuju Acholonu,Nigeria,798483512,C
34786,Marie-Thérèse Assiga Ahanda,Cameroon,798483594,Start
34787,Joyce Hayden,Canada,798484154,Start
34788,Emily Hatoyama,Japan,798484893,Start
34789,Aspazija,Latvia,798484983,C
34790,Maria Arbatova,Russia,798485439,C
34791,Tatyana Nikitina,Russia,798485601,Stub
34792,Bà Huyện Thanh Quan,Vietnam,798485655,Stub
34793,Nguyễn Thị Bích,Vietnam,798485656,Stub
34794,María Abella de Ramírez,Uruguay,798487557,Start
34795,Carina Perelli,Uruguay,798487560,C
34796,Hipatia Cárdenas de Bustamante,Ecuador,798487614,Stub
34797,Anna Louise Beer,Norway,798487858,Stub
34798,Alojzija Štebi,Slovenia,798488329,GA
34799,Sigrið av Skarði Joensen,Denmark,798488499,Start
34800,Esther Vilenska,Israel,798488670,Start
34801,Ellisif Wessel,Norway,798488698,Start
34802,Olena Teliha,Ukraine,798488708,Start
34803,Aïcha Mohamed Robleh,Djibouti,798488988,Stub
34804,Bahriye Üçok,Turkey,798489006,Start
34805,Marta Rădulescu,Romania,798489018,GA
34806,Bernadette Sanou Dao,Burkina Faso,798489070,Stub
34807,Grace Mera Molisa,Vanuatu,798489209,Start
34808,Heloneida Studart,Brazil,798489222,Start
34809,Kavidi Wivine N'Landu,"Congo, Dem. Rep. of",798489264,Stub
34810,Aminata Traoré,Mali,798489295,Start
34811,Erzsébet Nagy,Hungary,798489312,Start
34812,Ingebjørg Kasin Sandsdalen,Norway,798489373,Stub
34813,Carmen Naranjo,Costa Rica,798489524,Start
34814,Svava Jakobsdóttir,Iceland,798489670,Stub
34815,Sonomyn Udval,Mongolia,798489798,Start
34816,"Margaret Lally ""Ma"" Murray",Canada,798489930,B
34817,Adalgisa Nery,Brazil,798489953,Start
34818,Jaroslava Moserová,Czech Republic,798490261,Start
34819,Lilas Desquiron,Haiti,798490523,Stub
34820,Mabel Dove Danquah,Ghana,798490596,C
34821,Kamal el-Din Hussein,Egypt,798490704,Start
34822,Beatrice Greig,Trinidad and Tobago,798490789,C
34823,Helen Vlachos,Greece,798490798,GA
34824,Bertha Lutz,Brazil,798490838,C
34825,Adriana Seroni,Italy,798490992,Start
34826,Alda Neves da Graça do Espírito Santo,Sao Tome and Principe,798491008,Start
34827,Delphine Zanga Tsogo,Cameroon,798491134,Stub
34828,Milena Rudnytska,Poland,798491187,GA
34829,María Currea Manrique,Colombia,798491380,C
34830,Miêtta Santiago,Brazil,798491633,Stub
34831,Anna Hvoslef,Norway,798491956,Stub
34832,Kamini Jindal,India,798492139,Stub
34833,Clara Sereni,Italy,798492544,Start
34834,Hilda Käkikoski,Finland,798492698,Start
34835,Elma Napier,Dominica,798492970,Start
34836,Ethel Tawse Jollie,Rhodesian,798492985,Start
34837,Ehrengard Schramm,Germany,798493083,Stub
34838,Odete Semedo,Guinea-Bissau,798493134,Stub
34839,Ana Mercedes Perez,Venezuela,798494245,Stub
34840,Latifa Lakhdar,Tunisia,798494364,Start
34841,Aiono Fanaafi Le Tagaloa,Samoan,798494387,Start
34842,Annette Kolb,Germany,798494662,Stub
34843,Ellen Kuzwayo,South Africa,798494746,Start
34844,Marcela Lagarde,Mexico,798494786,C
34845,Kirsten Hansteen,Norway,798494973,Stub
34846,Teresa Giménez Barbat,Spain,798495270,Start
34847,Roza Eldarova,Russia,798495423,Start
34848,Senedu Gebru,Ethiopia,798495427,C
34849,Vera Duarte,Cape Verde,798495771,Start
34850,Maimu Berg,Estonia,798496045,Start
34851,Kara Stein,United States,798496573,Start
34852,Taketora Ogata,Japan,798497879,Start
34853,Karn Jit Budhathoki,Nepal,798499030,Stub
34854,Ahmet Fikri Tüzer,Turkey,798499769,Stub
34855,Jules Roche,France,798502146,Stub
34856,Seiichi Tagawa,Japan,798503289,Start
34857,Ian Ling-Stuckey,Papua New Guinea,798504820,Stub
34858,Alfonso Lovo Cordero,Nicaragua,798505968,Stub
34859,Joyce Moriku,Uganda,798506935,Start
34860,Kayode Soyinka,Nigeria,798507447,C
34861,Somnath Lahiri,India,798507651,Start
34862,Ozan Yanar,Finland,798508834,Stub
34863,Meegan Fitzharris,Australia,798511284,Start
34864,Kemi Adeosun,Nigeria,798515840,Start
34865,Ken Dillen,Canada,798516495,Start
34866,Pholisa Makeleni,South Africa,798520001,Stub
34867,Kenneth Kedi,Marshall Islands,798520119,Stub
34868,Mansor Othman,Malaysia,798521153,Stub
34869,Hamzeh Shakib,Iran,798521474,Stub
34870,Mahmoud Khosravivafa,Iran,798524621,Stub
34871,Kevin Sullivan (communications professional),United States,798526086,Start
34872,Nader Shariatmadari,Iran,798526589,Stub
34873,Hassan Ziari,Iran,798526669,Stub
34874,Khalid bin Mohammad Al Attiyah,Qatar,798527815,C
34875,Khalil Maleki,Iran,798528014,Start
34876,Edwin Porter Arrowsmith,United Kingdom,798528026,Stub
34877,Khazen,Lebanon,798528704,B
34878,K. S. Sabarinathan,India,798531706,Start
34879,Mohamad Imran Abdul Hamid,Malaysia,798531872,Stub
34880,Mufti Muhammad Abbas,Pakistan,798532002,Stub
34881,Arbab Jehangir Khan,Pakistan,798532524,Stub
34882,"Mostafa Hashemitaba presidential campaign, 2017",Iran,798533640,Stub
34883,Oscar Ling Chai Yew,Malaysia,798535115,Stub
34884,Ana Guțu,Moldova,798538579,Start
34885,Wang Keying,China,798539797,Stub
34886,Adrien Sibomana,Burundi,798541884,Stub
34887,Vlajko Stojiljković,Serbia,798544723,Start
34888,Anton von Prokesch-Osten,Hungary,798548287,C
34889,Om Prakash Chautala,India,798550386,Start
34890,Kiço Mustaqi,Albania,798552371,C
34891,Amat Al Alim Alsoswa,Yemen,798552999,C
34892,A. H. M. Fowzie,Sri Lanka,798553325,Stub
34893,Joker Arroyo,Philippines,798553329,C
34894,Klitschko brothers,Ukraine,798553416,C
34895,Kofi Asante Ofori-Atta,Ghana,798555546,Start
34896,Andrei Dmitriev (politician),Russia,798555786,Start
34897,Qin Yuhai,China,798555984,C
34898,Song Pingshun,China,798556097,Stub
34899,Wan Xiaotang,China,798556283,Stub
34900,Nadia Al-Sakkaf,Yemen,798556613,C
34901,Wu Tieh-cheng,Taiwan,798558498,Stub
34902,Xie Feng (politician),China,798558692,Stub
34903,Kristalina Georgieva,Bulgaria,798560330,C
34904,Zhang Kehui,China,798560381,Stub
34905,Zhao Liping,China,798561197,C
34906,Zhou Xing (politician),China,798561595,Stub
34907,Kuanyshbek Yessekeev,Kazakhstan,798561903,Start
34908,Ossian Aschan,Finland,798564951,Stub
34909,Kyi Aung,Myanmar,798565577,Start
34910,Hervé Berville,France,798565999,Stub
34911,Kálmán Mikszáth,Hungary,798566821,Start
34912,Rolf Witting,Finland,798567091,Start
34913,Christian Estrosi,France,798567112,C
34914,Ahmed Midaoui,Morocco,798567496,Start
34915,Antti Lassila,Finland,798569014,Stub
34916,Baha Araji,Iraq,798569398,Start
34917,Davoud Hermidas-Bavand,Iran,798570513,Start
34918,Etta Banda,Malawi,798571014,Start
34919,Asghar Parsa,Iran,798574254,Stub
34920,Dariush Forouhar,Iran,798574475,Start
34921,Giovanni De Andrea,Italy,798575514,Start
34922,Itzik Shmuli,Israel,798576875,Start
34923,Kadhim Finjan,Iraq,798577626,Start
34924,Krong Chandawong,Thailand,798578057,Stub
34925,Laurent Nouvion,Monaco,798578265,Stub
34926,Alexey Fyodorovich Orlov,Russia,798579045,Start
34927,María Eugenia Campos Galván,Mexico,798579775,Stub
34928,Ali Mitayev,Chechen,798580067,Start
34929,Laimdota Straujuma,Latvia,798582884,Start
34930,Raimond Kaljulaid,Estonia,798584054,Stub
34931,Lakshman Kadirgamar,Sri Lanka,798584996,C
34932,Yadh Ben Achour,Tunisia,798585322,Start
34933,Nikola Milev,Bulgaria,798588458,C
34934,Wenceslao Vinzons,Philippines,798588592,C
34935,Igor Rogov,Kazakhstan,798588600,Start
34936,Lansana Diané,Guinea,798589963,C
34937,Veena Shahi,India,798591279,Stub
34938,Suman Mahato,India,798591307,Stub
34939,Mamtaz Sanghamita,India,798591335,Start
34940,Uma Saren,India,798591337,Stub
34941,Neelam Sonkar,India,798591341,Stub
34942,Savitri Thakur,India,798591447,Stub
34943,Begum Akbar Jehan Abdullah,India,798591716,Start
34944,Akkamma Devi,India,798591718,Stub
34945,Sarojini Mahishi,India,798591724,Start
34946,Satwinder Kaur Dhaliwal,India,798591730,Start
34947,Annai Meenambal Shivaraj,India,798591732,Stub
34948,Bijoya Chakravarty,India,798591753,Start
34949,Rajinder Kaur Bhattal,Pakistan,798591757,C
34950,Chandresh Kumari Katoch,India,798591770,Start
34951,Renuka Chowdhury,India,798591772,C
34952,Kailasho Devi,India,798591777,Stub
34953,Preneet Kaur,India,798591781,C
34954,Rita Verma,India,798591892,Start
34955,Suryakanta Patil,India,798591916,Start
34956,Girija Vyas,India,798591931,Start
34957,Larry Smith (Canadian politician),Canada,798593125,C
34958,Ranee Narah,India,798594242,Start
34959,Sushila Nayyar,India,798595421,Start
34960,R. Bindu,India,798595805,Stub
34961,Sabitha Beegam,India,798595849,Stub
34962,Wee Choo Keong,Malaysia,798597760,C
34963,Raquel Argandoña,Chile,798597984,Start
34964,Laura Pollán,Cuba,798599858,Start
34965,Joey Smallwood,Canada,798601275,C
34966,Helene Weigel,Germany,798602835,Start
34967,Su Chia-chyuan,Taiwan,798603007,Start
34968,Lawrence O'Brien,Canada,798604158,Start
34969,Daiana Hissa,Argentina,798604928,Stub
34970,Marlene Madrigal Flores,Costa Rica,798609515,Start
34971,Musine Kokalari,Albania,798610427,C
34972,Abedin Dino,Albania,798610656,Start
34973,Midhat Frashëri,Albania,798610664,C
34974,Dhimitër Pasko,Albania,798610685,Start
34975,Dhimitër Shuteriqi,Albania,798610693,C
34976,Lee C. White,United States,798611065,Start
34977,Lee Jae-myung,South Korean,798611948,Stub
34978,James E. Davis (councilman),United States,798612322,C
34979,Leon Jordan,United States,798612337,C
34980,Lee Scott (politician),United Kingdom,798612697,Start
34981,Avni Rrustemi,Albania,798614973,C
34982,Jesse Spikes,United States,798615865,NotFound
34983,Peter Lawson Jones,United States,798615883,Start
34984,Arthur Teele,United States,798615991,C
34985,Farouk Abu Issa,Sudan,798617013,Stub
34986,Leif-Erik Holm,Germany,798617016,Stub
34987,Hsu Te-hsiang,Taiwan,798618667,Stub
34988,Lenka Çuko,Albania,798618825,Start
34989,Leo Negrelli,Italy,798619891,Start
34990,Leon Brittan,United Kingdom,798620184,C
34991,Isa Kalantari,Iran,798620275,Stub
34992,Leonard Braithwaite,Canada,798620874,C
34993,Enrique Bermúdez,Nicaragua,798621483,C
34994,Rommel Padilla,Philippines,798621567,C
34995,"Leonard Wolfson, Baron Wolfson",United Kingdom,798621652,Start
34996,Leonardo Farkas,Chile,798621728,Start
34997,Georgios Panagiotopoulos (politician),Greece,798621866,Stub
34998,Leonid Nevzlin,Israel,798621965,C
34999,Ismail Ertug,Germany,798622549,Start
35000,Sophia Akuffo,Ghana,798623020,Start
35001,Vasily Rykov,Russia,798624227,Stub
35002,"Leslie Turnberg, Baron Turnberg",United Kingdom,798624342,C
35003,Carla Qualtrough,Canada,798624424,Start
35004,André Obami Itou,Congo,798624952,C
35005,Sun Zhaoxue,China,798625263,Start
35006,Yang Fang-wan,Taiwan,798625304,Stub
35007,Saleh Kebzabo,Chad,798626040,C
35008,Søren Jessen-Petersen,Denmark,798626493,Start
35009,Yu Cheng-hsien,Taiwan,798627051,Stub
35010,Levi Zililo Mumba,Malawi,798628050,GA
35011,Li Dongsheng,China,798630332,Start
35012,Li Tianmin,China,798630593,Start
35013,Lia Roberts,Romania,798630714,Stub
35014,Ng Wei Aik,Malaysia,798630854,Start
35015,Licio Gelli,Italy,798633279,C
35016,Lidia Gueiler Tejada,Bolivia,798633444,C
35017,Seewoosagur Ramgoolam,Mauritius,798636116,C
35018,Osman Pepe,Turkey,798636690,Stub
35019,Kerk Kim Hock,Malaysia,798638192,Start
35020,Chow Kon Yeow,Malaysia,798641007,Start
35021,Lincoln Alexander,Canada,798642074,B
35022,Tulišen,China,798642761,Start
35023,Linda Hepner,Canada,798643327,Stub
35024,Gérard Pierre-Charles,Haiti,798643592,Stub
35025,Enrico Celio,Switzerland,798643996,Stub
35026,Mariano Suárez,Ecuador,798644005,Stub
35027,Ahmad Daouk,Lebanon,798644007,C
35028,Ignatius Kutu Acheampong,Ghana,798644008,C
35029,Edelmiro Julián Farrell,Argentina,798644009,Start
35030,José María Velasco Ibarra,Ecuador,798644014,C
35031,Nico Diederichs,South Africa,798644017,Start
35032,Ferenc Nagy,Hungary,798644019,Start
35033,Ariffin Omar,Malaysia,798644652,Start
35034,Efrem Eshba,Abkhazia,798644673,Stub
35035,Lionel Perez (politician),Canada,798647539,C
35036,President of Bolivia,Bolivia,798648119,C
35037,Vávra Suk,Czech Republic,798648973,Stub
35038,"João Maurício Vanderlei, Baron of Cotegipe",Brazil,798649086,Start
35039,List of 2006 Canadian incumbents,Canada,798650774,Start
35040,Benia Chkhikvishvili,Russia,798650959,Start
35041,Pang Chol-gap,"Korea, South",798653258,Stub
35042,Daba Diawara,Mali,798655153,Start
35043,Pia Kjærsgaard,Denmark,798659801,C
35044,Hassan Mohamed Jim’aale,Somalia,798660391,Stub
35045,Gustaf Idman,Finland,798665482,Start
35046,Rushern Baker IV,United States,798665641,Start
35047,Zuhur Wanasi,Algeria,798667851,Start
35048,Danielle de St. Jorre,Seychelles,798671157,Stub
35049,E. E. C. Thuraisingham,Malaysia,798671264,C
35050,George Hill (Australian politician),Australia,798672295,Stub
35051,Sidharth Kuncalienker,India,798672443,Stub
35052,Sagala Ratnayaka,Sri Lanka,798676449,Start
35053,Peya Mushelenga,Namibia,798678085,Start
35054,Gaylord J. Clarke,United States,798682011,Start
35055,Jonathan Cilley,United States,798682635,C
35056,George Kerr (Australian politician),Australia,798682909,Start
35057,Cornelius S. Hamilton,United States,798684146,Start
35058,Frank Hatton (U.S. politician),United States,798684380,Start
35059,Vojtěch Náprstek,Czech Republic,798686948,C
35060,Theodor Olshausen,Germany,798687410,Start
35061,Sebastian Seiler,Germany,798689600,Start
35062,Hadi Al-Amiri,Iraq,798690011,Start
35063,Gustav Struve,Germany,798690668,C
35064,Michael Walsh (New York),Ireland,798690927,Start
35065,Dahir Mohamed Geele,Somalia,798692038,Stub
35066,Dahir Riyale Kahin,Somaliland,798692052,Start
35067,Dahiru Awaisu Kuta,Nigeria,798692069,Stub
35068,Klas Lund,Sweden,798694699,Stub
35069,Dahuku Péré,Togo,798697339,C
35070,Laura E. Flores,Panama,798698429,Start
35071,Mehrdad Bazrpash,Iran,798700885,Start
35072,"Horace Pitt-Rivers, 3rd Baron Rivers",United Kingdom,798701777,Start
35073,Joan Kirner,Australia,798705170,C
35074,Lubomír Štrougal,Czech Republic,798705619,Start
35075,Koo Tsai Kee,Singapore,798706366,Start
35076,Thomas McCants Stewart,Liberia,798706480,Start
35077,Mike Horan,Australia,798707326,Start
35078,Irene Blanco Becerra,Mexico,798709769,Stub
35079,Dakolé Daïssala,Cameroon,798713402,C
35080,Ulrich Ochsenbein,Switzerland,798714044,Start
35081,Andrés Martínez Trueba,Uruguay,798721256,Start
35082,Rosa Namises,Namibia,798722629,Start
35083,Dalhatu Umaru Sangari,Nigeria,798724678,Stub
35084,Pablo Soto,Spain,798725627,Start
35085,Paula Fortes,Cape Verde,798728861,Stub
35086,Richard Kaselowsky (died 1921),Germany,798731142,Stub
35087,Issam Sartawi,Palestinian Territory,798732432,C
35088,Vadim Zagladin,Russia,798732734,Start
35089,Åsa Romson,Sweden,798732983,Start
35090,Osvaldo Domínguez Dibb,Paraguay,798733398,Start
35091,Jim Murphy,South Africa,798734942,B
35092,Graziano Cioni,Italy,798735317,Start
35093,James M. Hinds,United States,798736535,C
35094,Olayuk Akesuk,Canada,798737752,Stub
35095,Eliyahu Golomb,Israel,798738453,Stub
35096,Elisenda Vives Balmaña,Andorra,798738968,Start
35097,Dama Kumari Sharma,Nepal,798740082,Stub
35098,Dolores Ibárruri,Spain,798740530,C
35099,Ludwig Martens,Russia,798740571,C
35100,Herschel L. Carnahan,United States,798740930,Stub
35101,Adelaide Tambo,South Africa,798741051,Start
35102,Ammar al-Saffar,Iraq,798741458,Stub
35103,Aenne Brauksiepe,Germany,798741668,Stub
35104,David Tennant (politician),Cape Colony,798742813,C
35105,Fernando da Mata Pimentel,Brazil,798743476,Start
35106,Damdin Sükhbaatar,Mongolia,798743949,C
35107,Alexandra Gripenberg,Finland,798744148,Start
35108,Ryamizard Ryacudu,Indonesia,798746396,Stub
35109,Damian Drum,Australia,798746498,C
35110,M. H. Mohamed,Sri Lanka,798746529,Stub
35111,List of Prime Ministers of Bhutan,Bhutan,798751323,Start
